HPRNummer;Personnummer;Fornavn;Mellomnavn;Etternavn;Fødselsdato;Dødsdato;Kjønn;SistOppdatert;Statsborgerskap;Adresse;Postnummer;Poststed;Land
1003569;14015248913;BERTUS;;GUNNARS;1952.01.14 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;GRØNGJELVEIEN 14;4514;MANDAL;
1003585;21077307998;FINN OLAI;;KROGSGAARD;1973.07.21 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ERLERINGEN 5;2032;MAURA;
1003593;26078509359;TERJE GUTTORM;JAUNSEN;SZØKE;1985.07.26 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;;6817;NAUSTDAL;
1003607;18107608210;LIV HARIETH;;SØRBØL;1976.10.18 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;LYSHAUGVEIEN 36;9310;SØRREISA;
1003615;21066202639;ANU MAARET;;HAMIDI;1962.06.21 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;INFANTERIVEGEN 5 A;7713;STEINKJER;
1003631;10028228673;HEDDA MARGRETE;;LILLESTRAND;1982.02.10 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;LØKKEVEGEN 6 B;3915;PORSGRUNN;
1003674;27036208363;LESTER G;HIRTH;DOMI;1962.03.27 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;RAET 3;9770;MEHAMN;
1003682;27084516614;MARGARET SOFIE;WÄSTFELDT;MELLERGAARD;1945.08.27 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SØRLANDSVEGEN 39 A;8640;HEMNESBERGET;
1003704;27096604012;POLINA;;RANKOVIC;1966.09.27 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SUNDNESNESSET 65;7670;INDERØY;
1003739;09086912810;ANASTASIA MARIA;;PENDER;1969.08.09 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;RINGGATA 4 D;0577;OSLO;
1003771;10085903905;HELMUT HUGO;;ALLAUI;1959.08.10 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TORJUSBAKKEN 20 A;0378;OSLO;
1003801;09035800333;TAMIR;;GALSTON;1958.03.09 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BAKEROVNSGRENDA 55;1353;BÆRUMS VERK;
1003836;17096832575;SRIKUMAR;STEGGER;BJØRNEWALL;1968.09.17 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;VALLEFARET 12;0663;OSLO;
1003860;29117518343;OLAV JR;;ADEDEJI;1975.11.29 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BRØHOLTSKOGEN 53;3430;SPIKKESTAD;
1003887;09115514595;JAN ERIK OSKAR;RIKALIN;LUNNAY;1955.11.09 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TORKEL HAABETHS VEI 21;4325;SANDNES;
1003895;29076921022;VIRPI HANNELE;;LESTO;1969.07.29 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;;6894;VANGSNES;
1003909;14095943498;ELIN MARIANN;;KORELA;1959.09.14 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;GNEISVEGEN 13;9022;KROKELVDALEN;
1003917;21056743720;MARCUS WILHELM;VÅLE;HJELLEMARKEN;1967.05.21 00:00:00;;kjonn:1;2013.10.07 11:06:00;;;6394;FIKSDAL;
1003925;20084812278;MARY MARGRETE;LACHICA;KHAYATI;1948.08.20 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;RISHAGEN 7;4355;KVERNALAND;
1003933;02097547796;URBINO;;BACERA;1975.09.02 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BOGAFJELLBAKKEN 157;4324;SANDNES;
1003941;15018427998;GENTIAN;HOLSÆTHER;GÄRDENSMO;1984.01.15 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KOLABAKKANE 7 A;5200;OS;
1003976;12048414336;ARMINDO;;TAUGARD;1984.04.12 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;GRINDANE 16;6868;GAUPNE;
1003992;07076119893;ELI MARGRETE;;HAGSTRØM;1961.07.07 00:00:00;;kjonn:2;2013.10.07 11:06:00;;RINDES VEG 17;3950;BREVIK;
1004018;18038200778;KAMIL MAREK;;MACIAG;1982.03.18 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;LUNDEN 2;4319;SANDNES;
1004026;14017207459;KAYANA;KØRNER;JAINGAM;1972.01.14 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ABSALON BEYERS GATE 6;5034;BERGEN;
1004050;17124907608;ISA HELENE;;BILOG;1949.12.17 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ØVRE DALSBYGDVEI 2550 OS I ØSTERDALEN;2550;OS I ØSTERDALEN;
1004107;02044112208;LINA RENATE;;TANNVIK;1941.04.02 00:00:00;;kjonn:2;2013.10.07 11:06:00;;ØRÅDALEN;2420;TRYSIL;
1004123;29088042091;MARGARETH NIKOLINE;WOODS;ALOTHMANI;1980.08.29 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TYHOLT ALLE 5 B;7052;TRONDHEIM;
1004131;10106130502;LAXMIKANT;EIMIND;SHINGADE;1961.10.10 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;FALKEVEIEN 27;1357;BEKKESTUA;
1004263;07104541601;TINA AGNETA;;WOLDEGIORGIS;1945.10.07 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SKIVEIEN 9;4950;RISØR;
1004298;05055940934;JUAN C;;YASEFI;1959.05.05 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;MARTA STEINSVIKS VEI 77 B;1283;OSLO;
1004328;04084615620;ANE KIRSTEN;;RUDILØKKEN;1946.08.04 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HAMPEMYRVEIEN 9;4818;FÆRVIK;
1004336;07024331649;SUSANNA MARIE;;PROMPON;1943.02.07 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TOSBOTN;8960;VELFJORD;
1004344;14127201383;ALF HARTVIK;;EVENSRUD;1972.12.14 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;VILBERGVEIEN 6 C;1400;SKI;
1004352;04016501218;ASTRID KIRSTEN;;BANFIELD;1965.01.04 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KORNSJØ BJØRNHOLTET;1796;KORNSJØ;
1004379;07075724947;KURT AUGUST;;KARBUS;1957.07.07 00:00:00;;kjonn:1;2013.10.07 11:06:00;;ØSTBØ;5585;SANDEID;
1004395;04087439963;KENNETH BERNHARD;;HANSEN JUST;1974.08.04 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;LENSMANN KLEVS VEI 33;2019;SKEDSMOKORSET;
1004417;04017704082;KARIN DAHL;;HOLLIE;1977.01.04 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;JUDEHAVSKLEIVA 34;4870;FEVIK;
1004425;13064103371;PER RINO;;GJØYSTDAL;1941.06.13 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SKOGVEIEN 20;8613;MO I RANA;
1004433;16036846732;ATLE ANDREAS;;SAGHAUGEN;1968.03.16 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BERGTRØVEGEN 26;7730;BEITSTAD;
1004468;27047527223;ELISE-MARIE;;FRODAHL;1975.04.27 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;STRANDAVEGEN 20;6863;LEIKANGER;
1004476;17066102076;LISE SOLBJØRG;;CHRISTESEN;1961.06.17 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;NATTLANDSVEIEN 32;5093;BERGEN;
1004484;10086433341;HANS OSKAR;;KERGER;1964.08.10 00:00:00;;kjonn:1;2013.10.07 11:06:00;;RUGDEVEIEN 21;1555;SON;
1004492;51088346339;GUNTER H;;KOPKE DA FONSECA;1983.08.11 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;OSCARSGATAN 1 85235 SUNDSVALL SVERIGE;;;
1004506;11065112258;HANNA DEBORAH;EHRENPOHL;SKAASHEIM;1951.06.11 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;STRANDA 716;5993;OSTEREIDET;
1004514;09095224900;THOR-JAKOB;;PYKAELAEINEN;1952.09.09 00:00:00;;kjonn:1;2013.10.07 11:06:00;;HERVIKHAGAN 16;3370;VIKERSUND;
1004522;21118226035;INGRID ANE;;FUERTES;1982.11.21 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TRØNDERGATA 4;0477;OSLO;
1004530;03028306503;JOHN NILS;;GDAK;1983.02.03 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;RAUSJØVEIEN 6;1404;SIGGERUD;
1004549;25058214968;JONAS TORE;;LETENG;1982.05.25 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;GRENSEGATA 25;6003;ÅLESUND;
1004557;14037119572;LEONARDUS ADRIANUS JOHANNES;;ARSLANI;1971.03.14 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;GLADBAKKVEGEN 56;2070;RÅHOLT;
1004565;28054620715;THOMAS THEODOR;THYRUM;JALLER;1946.05.28 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HØLLESANDEN 27;4640;SØGNE;
1004638;65096230626;TYRA BERGLIOT;;RANTRUD;1962.09.25 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;C/O ANNE-MA GRØNLIE TØYENGATA 27 B 0578 OSLO;0578;OSLO;
1004646;05125312405;AAGOT MARIE;;ARULEESWARAN;1953.12.05 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SKOGHOLTVEIEN 2 B;8206;FAUSKE;
1004670;29055019299;MENNY;;ULRIKSDOTTER;1950.05.29 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ULLEVÅLSVEIEN 85 D;0454;OSLO;
1004689;06015822544;TOR-MARTIN;RINDALSHOLT;SALAMONSEN;1958.01.06 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;GAMLE SONGEVEI 412;4909;SONGE;
1004697;16116513289;NONGLUCK;;PANIC;1965.11.16 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SKJALGSBAKKEN 23;4041;HAFRSFJORD;
1004700;01124948890;SHWETA;;PREZOTTO;1949.12.01 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HISÅSVEIEN 17;4513;MANDAL;
1004743;30014339813;NADIA MICHELLE;;MYRA;1943.01.30 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;GALLEBERGVEIEN 123;3070;SANDE I VESTFOLD;
1004751;19035643128;ERLING GUTTORM;;AIZUPS;1956.03.19 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;VÅGSVÅG;6700;MÅLØY;
1004786;19074512871;RAGNHILD SOLVEIG;;MALMFELDT;1945.07.19 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;;3629;NORE;
1004808;62027610736;TOR PAUL;SETTERBERG;HELLANG;1976.02.22 00:00:00;;kjonn:0;2013.10.07 11:06:00;;C/O ADVOKAT STEIN CARL HALLE RÅDHUSGT. 23 0158 OSLO;0158;OSLO;
1004816;18056010137;ABDESSLEM;;ZANONE;1960.05.18 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;FRIDTJOF NANSENS VEI 38;8517;NARVIK;
1004832;06026904720;ÅKE INGVAR;;AROUSELL;1969.02.06 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TRONDHEIMSVEIEN 34 C;7300;ORKANGER;
1004859;02057744610;SUZANNE M;;OONSONTH;1977.05.02 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ASKELADDEN 9 B;3042;DRAMMEN;
1004875;26026720310;GÖSTA LENNART;;BENNICH;1967.02.26 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;OLAVS GATE 44;3612;KONGSBERG;
1004891;68027305702;MAGNE JOSTEIN;MIKAEL;YUOSEF;1973.02.28 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;V/KJELL JØRGENRUD SØRHOLTVEGEN 4 A 2050 JESSHEIM;2050;JESSHEIM;
1004905;42055400037;KADIRA;;GUERRA ROLFSEN;1954.05.02 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HANS THIIS MØLLERSGATE 4 6415 MOLDE;6415;MOLDE;
1004948;24074631939;TORKIL ANDRÉ;;KIRKESJORD;1946.07.24 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BJØRN;8820;DØNNA;
1004956;08107040332;TOR-ALFRED;;BARET;1970.10.08 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;LUPINVEIEN 4 D;3647;HVITTINGFOSS;
1004964;02094204227;ANNI MAY;;MOEHRLE;1942.09.02 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;LOVISENBERGGATA 3;0456;OSLO;
1004972;70016928699;ANFRID;;ADLOO;1969.01.30 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;C/O PER REESE HOLEGATA 30 3070 SANDE I VESTFOLD;3070;SANDEIVESTFOLD;
1004980;19057000484;BRIT;;ARSLANHAN;1970.05.19 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;PAUL SMELTERS VEI 27 A;1348;RYKKINN;
1005014;02097311571;KAY TERJE;;NEDZEWICZ;1973.09.02 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;VALEVEGEN 30;5416;STORD;
1005030;04105944824;KIRSTI ORLAUG;RYVÆNGE;KRIPAITE;1959.10.04 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TYNES ØVRE;7600;LEVANGER;
1005065;28126100800;ROKSANA EWA;;SCHOBER;1961.12.28 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BANKVEIEN 15 C;1580;RYGGE;landkoder:DE
1005073;27026133969;TOR MARCUS;;BATESTIL;1961.02.27 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KVARTSVEIEN 2 B;3214;SANDEFJORD;
1005081;05017031793;SIGURD ANDRÉ;RYEDE;HASVOLL;1970.01.05 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SØRHAMNA 9 B;8400;SORTLAND;
1005103;23054219954;EM VAN;;LUNDGÅRD;1942.05.23 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;REVÅVEIEN 32;3070;SANDE I VESTFOLD;
1005111;31057200475;BERTINE JOHANNA;;EGGVIN;1972.05.31 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;V/ADV.FA VOGT & CO POSTBOKS 1503 VIKA 0117 OSLO;0117;OSLO;
1005138;21087929334;MITSUO;;GEBUHR;1979.08.21 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TANGENVEGEN 36;2337;TANGEN;
1005146;04046844853;WONGDUEAN;;D'ALOYA;1968.04.04 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;STEINBAKKEN 18;9414;HARSTAD;
1005154;03096533208;SIDNEY;;KRIJNEN;1965.09.03 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SOLBERGVEGEN 17;2847;KOLBU;
1005170;58024730156;SVEND ÅGE;;LYKKESLET;1947.02.18 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;MEGAS LIMNIONAS T.K. 82100 CHIOS HELLAS;;;
1005189;54105928109;ARTHUR JULIUS;;HILSTAN;1959.10.14 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;C/O KNUT FLAGET 3560 HEMSEDAL;3560;HEMSEDAL;
1005197;19125030737;NANGYALAI;WOLDSETH;LANGRIND;1950.12.19 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SELJELIA 26;4790;LILLESAND;
1005219;12115819028;LILLY ANETTE;FRYDENDAL;JONSKAAS;1958.11.12 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;FLISVEIEN 7;1414;TROLLÅSEN;
1005227;12026426373;JOHANNES IMMANUEL;;MCGOWN;1964.02.12 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;MORVIKBOTN 200;5122;MORVIK;
1005235;66107427407;SIGRID OLAUG;;PAVLIC-PILJIC;1974.10.26 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;C/O ADVOKAT STEIN CARL HALLE RÅDHUSGT. 23 0158 OSLO;0158;OSLO;
1005243;44116518381;ZOHAIB;;LUKASIEWICZ;1965.11.04 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HAMBOVÄGEN 7 663 41 HAMMARÖ SVERIGE;;;
1005251;41088530495;ANNA VIKTORIA MADELENE;;SCHULTHESS;1985.08.01 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;V/ GUNHILD KRISTINE PAULSEN MYRULLVEIEN 14 3360 GEITHUS;3360;GEITHUS;
1005278;05058434398;JUANITO S.;;JAAF;1984.05.05 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;VIKJAVEGEN 910;5700;VOSS;
1005286;20038620089;EMILIE ALVILDE;;RIKTER-SVENDSEN;1986.03.20 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ASTRIDS GATE 49;1706;SARPSBORG;
1005308;05096635127;BABER;;DAKERS;1966.09.05 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HÅKON MAGNUSSONS GATE 3 C;7041;TRONDHEIM;
1005316;08065510031;MARIA BORGHILD;;TANDBERGSVEEN;1955.06.08 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;STÆRVEGEN 50;9015;TROMSØ;
1005324;02097328512;ESKENDER;;VEDUM;1973.09.02 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SKJELLSANDVEIEN 38;3472;BØDALEN;
1005332;15075517820;ANE THERESE;;FOSSBERG;1955.07.15 00:00:00;;kjonn:2;2013.10.07 11:06:00;;LEIL.255 HAUGERUDVEIEN 78;0674;OSLO;
1005340;01014815534;ADELSTEN;;MOGSETH;1948.01.01 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HAMMERSTADS GATE 23 E;0363;OSLO;
1005359;58037102723;KARL SIGVALD;;MIJAS;1971.03.18 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;C/O ADVOKAT STEIN CARL HALLE RÅDHUSGT. 23 0158 OSLO;0158;OSLO;
1005367;17055035849;LENA MARIA KRISTINA;KROKEBORG;HOLMVASSDAL;1950.05.17 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;PB 58 9991 BÅTSFJORD;9990;BÅTSFJORD;
1005375;27066803614;TOVE JULIE;;JÆGERGAARD;1968.06.27 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ÅSLANDHELLINGA 3;1274;OSLO;
1005383;02066713396;JON-MARIUS;;VEZAUSKIS;1967.06.02 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;GRIMSRØDHØGDA 107;1791;TISTEDAL;
1005391;61027734412;SHUKRI MAHAMED;;GOW;1977.02.21 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;WILKENSVEJ 32, 1 TH DK - 2000 FREDRIKSBERG DANMARK;;;landkoder:DK
1005421;13125939699;ARNHILD MERETE;;OJALA;1959.12.13 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BERGVEIEN 52;8520;ANKENES;
1005448;26055647274;BRITT-MARIE HELENA;;KARAASLAN;1956.05.26 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;JARBRUVEGEN 16;8255;RØKLAND;
1005472;28055545725;RUNE EILERT;;ILIN;1955.05.28 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;APALHAUGEN 28;5357;FJELL;
1005499;01104411688;EVA WILHELMINE;;FÆRØY;1944.10.01 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BRENNEVEIEN 32 B;1339;VØYENENGA;
1005502;28015000238;ASTRID MAGNA;;ATIAOUI;1950.01.28 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KISGRUVEVEIEN 70;3614;KONGSBERG;
1005537;53044147005;EDLE MARION;KONGELSTAD;BIETILÆ;1941.04.13 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;STASJONSVEIEN 63 3541 NESBYEN;3541;NESBYEN;
1005545;15094445091;SOLVOR;;BUSTGÅRD;1944.09.15 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KJØRBOKOLLEN 19;1337;SANDVIKA;
1005553;58117217157;DIOSDADO J;;KIRYLUK;1972.11.18 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;JERNBANEGADE 8. 3 SAL 8800 VIBORG DANMARK;;;landkoder:DK
1005561;28125519131;MAGNUS NILS GUSTAV;;VESLESTAUL;1955.12.28 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SNARV 22 A;8480;ANDENES;
1005588;12098636879;LINN CATRINE;;CONESA;1986.09.12 00:00:00;;kjonn:2;2013.10.07 11:06:00;;HANS ROSS' GATE 3;0172;OSLO;
1005596;25015028451;LIV DAGFRID;;SERVAN;1950.01.25 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;GOTEVEGEN 91;6823;SANDANE;
1005626;13068611835;ELLEN INGER;;RIDDERSHOLM;1986.06.13 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;VEGAMOT 6 A;7048;TRONDHEIM;
1005634;06084607132;PÄR JÖRGEN;;KIELINEN;1946.08.06 00:00:00;;kjonn:1;2013.10.07 11:06:00;;BAKKINGAVEGEN 43;6869;HAFSLO;
1005650;26076909457;BORGHILD JENNY;;ASPELUND;1969.07.26 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;FURULUNDSVEIEN 2 B;0282;OSLO;
1005669;09045332680;NATSNET DAWIT;;LØLANDSMO;1953.04.09 00:00:00;;kjonn:2;2013.10.07 11:06:00;;LERVIKVEIEN 84;1626;MANSTAD;
1005677;31127918395;SYLWESTER RYSZARD;FOLKESSON;UYCHIAT;1979.12.31 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ORDERUDVEGEN 46;1920;SØRUMSAND;
1005685;12075823302;SOLTAN;YOUSIF;PIETROCZUK;1958.07.12 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;JUSTLIA 48 B;4634;KRISTIANSAND S;
1005707;04055406044;BENTE MAY;SKÅNLUND;MICHNA;1954.05.04 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KONVALLVEIEN 15;3430;SPIKKESTAD;
1005715;10087535210;MARY GISELA;;AROLA;1975.08.10 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HOKKÅSFLATA 4;8028;BODØ;
1005723;24086936905;ADRIAN ALEXANDRU;;YSTAD;1969.08.24 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;STARRMYRA 2;7091;TILLER;
1005758;19124546446;EVA LIISA;;TOVAAS;1945.12.19 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;H1103 BØLERLIA 10;0691;OSLO;
1005774;26065140615;MARTA TORUNN;;BARWICKA;1951.06.26 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KIRKEMOVEIEN 18;3525;HALLINGBY;
1005790;09105210601;SUSANNE METTE;;BAUMANE;1952.10.09 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SANDHORNGATA 25;8008;BODØ;
1005804;23038013165;MARCUS BO;;SUBRAMANIYAM;1980.03.23 00:00:00;;kjonn:1;2014.10.20 12:22:00;;RINGVEIEN 8;4810;EYDEHAVN;
1005812;66074915869;NERMANA;;WÅRDH;1949.07.26 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;37 H FRASER ROAD ABERDEEN AB 25 3 UE;;;
1005820;11115822073;NORITH;;BJØRNAALI;1958.11.11 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BAMSE BRAKARS VEI 7;3042;DRAMMEN;
1005839;04056513847;LEILA IRMELI;;FLUGUND;1965.05.04 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HØYBYVEIEN 11 C;3517;HØNEFOSS;
1005847;30048509769;TRYM PETTER;HØJLUND;KEHUSMAA;1985.04.30 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;MARIDALSVEIEN 229 B;0467;OSLO;
1005855;17014830901;OLE SIGVARD;;KONGENSØY;1948.01.17 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KANAKKAMYRVEIEN 14;4311;HOMMERSÅK;
1005863;17088522869;TORBJØRG JORUNN;;DJUVIK;1985.08.17 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;GREVLINGSTIEN 4 A;3188;HORTEN;
1005871;19125338723;WOJCIECH IRENEUSZ;;LEHTORANTA;1953.12.19 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KVAMFELTET 9;2849;KAPP;
1005901;14024406955;TORE AAGE;;TEIGAN;1944.02.14 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;VANSJØVEIEN 9 B;1533;MOSS;
1005928;26036846622;RANDI TERESE;;BAREL;1968.03.26 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BARLINVEIEN 25 A;3080;HOLMESTRAND;
1005936;10036125034;SANDRINE;;LITLAND;1961.03.10 00:00:00;;kjonn:2;2015.12.14 14:30:40;landkoder:NO;TYRIVEIEN 13;1811;ASKIM;
1005944;19127719511;ANDERS WALTHER;;SADASIVAN;1977.12.19 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SAGSTADVEGEN 21;5243;FANA;
1005987;12096405322;JAROSLAW KAZIMIERZ;;KORSAN;1964.09.12 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;VARDEVEIEN 25;1182;OSLO;
1006010;62048639335;Hans Olav;;Djupvik;1986.04.22 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;;5641;;
1006045;30124920996;MAX PHILIP;;WYLEGALA;1949.12.30 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;VERDALSVEGEN 2;4352;KLEPPE;
1006053;04015307280;SISSEL LISE;;STRAND-SØRENSEN;1953.01.04 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ÅSLANDVEGEN 87;9100;KVALØYSLETTA;
1006061;12014706516;PRAVEER;;MIKOLIK;1947.01.12 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;JØRNSEBAKKEN 29;1440;DRØBAK;
1006088;17014803122;TORBEN VESTERGAARD;BLOMME;PADERVINSKAS;1948.01.17 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BENDIKSTIEN 24;4021;STAVANGER;
